         17004346 function calls (16945508 primitive calls) in 13.105 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      110    0.000    0.000    0.006    0.000 rcsetup.py:94(<listcomp>)
     1307    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       60    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       91    0.000    0.000    0.001    0.000 inspect.py:535(_finddoc)
      336    0.000    0.000    0.006    0.000 re.py:185(sub)
     1217    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      939    0.000    0.000    0.000    0.000 {built-in method builtins.id}
     1137    0.000    0.000    0.000    0.000 typing.py:613(<genexpr>)
      757    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:719(find_spec)
       67    0.000    0.000    0.001    0.000 pyparsing.py:4011(__init__)
      585    0.000    0.000    0.002    0.000 typing.py:351(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:98(GeoPandasBase)
      211    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       36    0.000    0.000    0.010    0.000 __init__.py:1459(_add_data_doc)
  106/103    0.000    0.000    0.140    0.001 <frozen importlib._bootstrap_external>:1040(create_module)
        1    0.000    0.000    0.004    0.004 generic.py:151(NDFrame)
        1    0.000    0.000    0.001    0.001 category.py:38(CategoricalIndex)
      422    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       40    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.346    0.346 pyplot.py:19(<module>)
      506    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
       24    0.000    0.000    0.002    0.000 traceback.py:318(extract)
       24    0.000    0.000    0.000    0.000 generic.py:6(create_pandas_abc_type)
       86    0.000    0.000    0.000    0.000 docstring.py:38(__call__)
  263/261    0.000    0.000    0.000    0.000 pyparsing.py:554(__init__)
      410    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
      141    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
     72/4    0.000    0.000    0.002    0.000 pyparsing.py:1835(_parseCache)
      518    0.000    0.000    0.000    0.000 compat.py:18(pystrdecode)
      548    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
      185    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      690    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      100    0.000    0.000    0.001    0.000 font_manager.py:889(_json_decode)
      410    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
       17    0.000    0.000    0.007    0.000 enum.py:389(_create_)
      488    0.000    0.000    0.000    0.000 typing.py:655(__eq__)
      252    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(can_cast)
      185    0.000    0.000    0.001    0.000 sre_parse.py:408(_uniq)
       83    0.000    0.000    0.001    0.000 pyparsing.py:3870(__init__)
      307    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        3    0.000    0.000    0.016    0.005 numeric.py:1(<module>)
        4    0.000    0.000    0.001    0.000 decoder.py:343(raw_decode)
      306    0.000    0.000    0.000    0.000 rcsetup.py:123(validate_bool)
      179    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      130    0.000    0.000    0.001    0.000 pyplot.py:1702(<genexpr>)
        1    0.000    0.000    0.011    0.011 mathtext.py:2822(<listcomp>)
        3    0.000    0.000    0.105    0.035 __init__.py:7(<module>)
      631    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      632    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
   106/70    0.000    0.000    0.083    0.001 <frozen importlib._bootstrap_external>:1048(exec_module)
      690    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
    63/27    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.025    0.025 pyparsing.py:96(<module>)
      144    0.000    0.000    0.007    0.000 rcsetup.py:72(f)
       18    0.000    0.000    0.008    0.000 rcsetup.py:860(validate_cycler)
       16    0.000    0.000    0.001    0.000 accessor.py:63(_add_delegate_accessors)
      722    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
       63    0.000    0.000    0.001    0.000 colors.py:843(<dictcomp>)
      211    0.000    0.000    0.000    0.000 sre_parse.py:897(fix_flags)
      158    0.000    0.000    0.004    0.000 typing.py:633(copy_with)
      263    0.000    0.000    0.000    0.000 pyparsing.py:545(__new__)
        1    0.000    0.000    0.003    0.003 core.py:21(<module>)
      611    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
      310    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
      436    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      308    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      611    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
        1    0.000    0.000    0.001    0.001 {pyproj._list.get_proj_operations_map}
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
      708    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
      250    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
      118    0.000    0.000    0.000    0.000 accessor.py:83(_create_delegator_property)
      432    0.000    0.000    0.000    0.000 _decorators.py:323(__init__)
      342    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.005    0.005 frame.py:319(DataFrame)
      382    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      309    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      261    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        6    0.000    0.000    0.001    0.000 getlimits.py:37(__init__)
      211    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      340    0.000    0.000    0.001    0.000 abc.py:137(__instancecheck__)
      105    0.000    0.000    0.002    0.000 deprecation.py:226(finalize)
        1    0.000    0.000    0.035    0.035 rcsetup.py:15(<module>)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
      632    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
       44    0.000    0.000    0.001    0.000 __init__.py:1216(getLogger)
        1    0.000    0.000    0.003    0.003 expr.py:2(<module>)
      298    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
      760    0.000    0.000    0.000    0.000 inspect.py:2835(parameters)
       98    0.000    0.000    0.001    0.000 common.py:30(_unpack_zerodim_and_defer)
       91    0.000    0.000    0.000    0.000 inspect.py:525(_findclass)
      290    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       79    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
       12    0.000    0.000    0.000    0.000 datetime.py:473(__new__)
       67    0.000    0.000    0.001    0.000 pyparsing.py:4442(__init__)
        1    0.000    0.000    0.006    0.006 _add_newdocs.py:10(<module>)
        8    0.000    0.000    0.001    0.000 pincam.py:72(xform_rotation_matrix)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1482(_guarded_repr_or_str)
       65    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
      340    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
    63/11    0.000    0.000    0.004    0.000 pyparsing.py:4049(parseImpl)
       91    0.000    0.000    0.001    0.000 enum.py:442(_get_mixins_)
      128    0.000    0.000    0.000    0.000 inspect.py:2551(__str__)
       43    0.000    0.000    0.000    0.000 uuid.py:121(__init__)
       18    0.000    0.000    0.000    0.000 cycler.py:349(by_key)
      432    0.000    0.000    0.000    0.000 colors.py:225(<genexpr>)
       49    0.000    0.000    0.002    0.000 typing.py:760(__getitem_inner__)
        1    0.000    0.000    0.038    0.038 _axes.py:97(Axes)
      293    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 stata.py:715(StataMissingValue)
      432    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
       91    0.000    0.000    0.000    0.000 enum.py:453(_find_data_type)
        1    0.000    0.000    0.003    0.003 tokenize.py:21(<module>)
       65    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
      123    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      471    0.000    0.000    0.000    0.000 artist.py:1365(<genexpr>)
       99    0.000    0.000    0.003    0.000 typing.py:744(__getitem__)
       15    0.000    0.000    0.001    0.000 _make.py:1168(_make_eq)
        1    0.000    0.000    0.002    0.002 strings.py:2028(StringMethods)
        6    0.000    0.000    0.000    0.000 numeric.py:2388(extend_all)
        8    0.000    0.000    0.001    0.000 __init__.py:1870(_define_aliases)
       44    0.000    0.000    0.001    0.000 __init__.py:1267(_fixupParents)
      144    0.000    0.000    0.000    0.000 inspect.py:714(getmodule)
      532    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       52    0.000    0.000    0.000    0.000 core.py:900(__init__)
        1    0.000    0.000    0.004    0.004 numerictypes.py:81(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:873(<dictcomp>)
      508    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       39    0.000    0.000    0.001    0.000 _make.py:1058(_generate_unique_filename)
      502    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       27    0.000    0.000    0.000    0.000 pathlib.py:523(_select_from)
      541    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 expr.py:250(disallowed)
       40    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
      267    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.023    0.023 core.py:188(read_style_directory)
       10    0.000    0.000    0.003    0.000 pyparsing.py:3140(__init__)
     12/2    0.000    0.000    0.054    0.027 pyplot.py:182(switch_backend)
       32    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
       37    0.000    0.000    0.000    0.000 enum.py:474(_find_new_)
        9    0.000    0.000    0.313    0.035 __init__.py:3(<module>)
       82    0.000    0.000    0.010    0.000 docstring.py:113(dedent_interpd)
        1    0.000    0.000    0.003    0.003 hmac.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
       42    0.000    0.000    0.001    0.000 transforms.py:1231(__init_subclass__)
   114/56    0.000    0.000    0.004    0.000 pyparsing.py:3968(copy)
      164    0.000    0.000    0.000    0.000 colors.py:506(__init__)
   114/56    0.000    0.000    0.003    0.000 pyparsing.py:3970(<listcomp>)
       35    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.173    0.173 __init__.py:106(<module>)
      565    0.000    0.000    0.000    0.000 inspect.py:2521(default)
       33    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
     33/5    0.000    0.000    0.001    0.000 pyparsing.py:3928(streamline)
  127/120    0.000    0.000    0.004    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.006    0.006 fromnumeric.py:3(<module>)
      168    0.000    0.000    0.000    0.000 inspect.py:1707(_signature_get_user_defined_method)
       98    0.000    0.000    0.000    0.000 codecs.py:319(decode)
      129    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        6    0.000    0.000    0.007    0.001 patches.py:1781(<listcomp>)
       60    0.000    0.000    0.001    0.000 abc.py:125(__new__)
      249    0.000    0.000    0.001    0.000 typing.py:629(<genexpr>)
       27    0.000    0.000    0.009    0.000 pyparsing.py:3294(__init__)
       88    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
        1    0.000    0.000    0.006    0.006 defchararray.py:17(<module>)
     56/9    0.000    0.000    0.004    0.000 pyparsing.py:3897(leaveWhitespace)
       45    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
      110    0.000    0.000    0.002    0.000 inspect.py:2843(replace)
      112    0.000    0.000    0.000    0.000 typing.py:199(_check_generic)
        1    0.000    0.000    0.011    0.011 subprocess.py:1412(_execute_child)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
      161    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.009    0.009 cm.py:52(_gen_cmap_d)
       35    0.000    0.000    0.000    0.000 fromnumeric.py:73(_wrapreduction)
      251    0.000    0.000    0.000    0.000 transforms.py:1242(<genexpr>)
       63    0.000    0.000    0.001    0.000 colors.py:824(reversed)
       38    0.000    0.000    0.000    0.000 colors.py:879(__init__)
      251    0.000    0.000    0.000    0.000 transforms.py:1236(<genexpr>)
        1    0.000    0.000    0.001    0.001 base.py:177(Index)
        2    0.000    0.000    0.004    0.002 function_base.py:1(<module>)
      158    0.000    0.000    0.000    0.000 rcsetup.py:62(__call__)
        1    0.000    0.000    0.005    0.005 socket.py:47(<module>)
      367    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.004    0.004 scimath.py:17(<module>)
       14    0.000    0.000    0.002    0.000 _make.py:450(__init__)
       98    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.001    0.001 getlimits.py:96(_register_known_types)
      139    0.000    0.000    0.000    0.000 pyparsing.py:2587(__eq__)
       34    0.000    0.000    0.003    0.000 __init__.py:737(_arith_method_FRAME)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
       14    0.000    0.000    0.002    0.000 _make.py:308(_transform_attrs)
        1    0.000    0.000    0.026    0.026 multiarray.py:7(<module>)
        1    0.000    0.000    0.003    0.003 series.py:122(Series)
       58    0.000    0.000    0.000    0.000 strings.py:1894(forbid_nonstring_types)
       37    0.000    0.000    0.001    0.000 enum.py:125(__prepare__)
      384    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x7ff4c1302b90}
      254    0.000    0.000    0.000    0.000 pyparsing.py:3882(<genexpr>)
       13    0.000    0.000    0.000    0.000 _make.py:1461(_attrs_to_init_script)
      100    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
       80    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
       27    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.003    0.003 shutil.py:1118(which)
